event,duration,transition,velocity
83,0.9979166666666668 (~1),2.0 (~9/8),96 (f)
60,0.9979166666666668 (~1),2.0 (~9/8),96 (f)
88,0.9958333333333333 (~1),2.0 (~9/8),49 (ppp)
63,0.9958333333333333 (~1),2.0 (~9/8),49 (ppp)
55,0.4979166666666667 (~1/2),2.0 (~9/8),49 (ppp)
68,0.4979166666666667 (~1/2),2.0 (~9/8),49 (ppp)
83,0.9979166666666668 (~1),1.0 (1),33 (pppp)
70,0.9479166666666666 (~1),2.0 (~9/8),33 (pppp)
62,0.9979166666666668 (~1),1.0 (1),115 (fff)
73,0.9979166666666668 (~1),1.0 (1),115 (fff)
57,0.9979166666666668 (~1),1.0 (1),96 (f)
70,0.9479166666666666 (~1),1.0 (1),96 (f)
78,0.9979166666666668 (~1),1.0 (1),115 (fff)
67,2.997916666666667 (~9/8),1.0 (1),96 (f)
50,0.4979166666666667 (~1/2),1.0 (1),70 (p)
