event,duration,transition,velocity
69,3.997916666666667 (~9/8),1.5 (~9/8),74 (mp)
59,0.7479166666666667 (~3/4),0.75 (3/4),74 (mp)
60,0.2479166666666666 (~1/4),0.25 (1/4),74 (mp)
59,0.7479166666666667 (~3/4),0.75 (3/4),74 (mp)
63,0.4979166666666667 (~1/2),0.25 (1/4),74 (mp)
48,0.4729166666666666 (~1/2),0.25 (1/4),68 (p)
62,0.2354166666666666 (~1/4),0.25 (1/4),68 (p)
69,0.4979166666666667 (~1/2),0.5 (1/2),64 (p)
70,0.9979166666666668 (~1),1.0 (1),64 (p)
71,0.2479166666666666 (~1/4),0.25 (1/4),64 (p)
65,0.1229166666666666 (~1/8),0.75 (3/4),64 (p)
66,0.2479166666666666 (~1/4),0.25 (1/4),64 (p)
60,0.2479166666666666 (~1/4),0.25 (1/4),64 (p)
61,0.2479166666666666 (~1/4),0.25 (1/4),64 (p)
62,0.2479166666666666 (~1/4),0.25 (1/4),69 (p)
63,0.9979166666666668 (~1),1.0 (1),74 (mp)
62,0.4729166666666666 (~1/2),1.0 (1),68 (p)
81,0.4729166666666666 (~1/2),0.25 (1/4),96 (f)
70,0.1645833333333333 (~3/16),0.25 (1/4),103 (ff)
75,0.2354166666666666 (~1/4),0.25 (1/4),96 (f)
62,1.1854166666666666 (~9/8),0.25 (1/4),96 (f)
73,0.4729166666666666 (~1/2),0.25 (1/4),96 (f)
59,0.1645833333333333 (~3/16),0.25 (1/4),103 (ff)
71,0.4729166666666666 (~1/2),0.25 (1/4),96 (f)
52,0.1645833333333333 (~3/16),0.25 (1/4),97 (f)
53,1.28125 (~9/8),0.25 (1/4),90 (mf)
34,0.2479166666666666 (~1/4),0.25 (1/4),75 (mp)
37,0.4979166666666667 (~1/2),0.5 (1/2),68 (p)
35,0.4979166666666667 (~1/2),0.5 (1/2),54 (pp)
72,0.1625 (~3/16),0.5 (1/2),39 (pppp)
73,1.4229166666666666 (~9/8),2.5 (~9/8),39 (pppp)
83,6.647916666666666 (~9/8),3.0 (~9/8),45 (ppp)
65,3.7979166666666666 (~9/8),4.0 (~9/8),45 (ppp)
83,7.597916666666666 (~9/8),3.0 (~9/8),45 (ppp)
65,4.847916666666666 (~9/8),1.0 (1),45 (ppp)
87,1.4979166666666666 (~9/8),1.5 (~9/8),33 (pppp)
88,0.9979166666666668 (~1),3.5 (~9/8),33 (pppp)
83,2.997916666666667 (~9/8),1.0 (1),45 (ppp)
65,2.0 (~9/8),2.0 (~9/8),45 (ppp)
70,5.797916666666667 (~9/8),1.0 (1),45 (ppp)
50,4.997916666666667 (~9/8),0.5 (1/2),54 (pp)
56,1.4979166666666666 (~9/8),1.5 (~9/8),54 (pp)
54,2.847916666666667 (~9/8),4.0 (~9/8),45 (ppp)
74,0.4979166666666667 (~1/2),0.5 (1/2),54 (pp)
49,0.83125 (~7/8),0.8333333333333334 (~7/8),54 (pp)
50,0.33125 (~1/4),0.3333333333333333 (~1/4),54 (pp)
54,0.6645833333333333 (~3/4),0.6666666666666666 (~3/4),54 (pp)
51,0.63125 (~3/4),1.0 (1),33 (pppp)
72,1.10625 (~9/8),0.3333333333333333 (~1/4),45 (ppp)
63,0.7895833333333333 (~3/4),0.3333333333333333 (~1/4),45 (ppp)
55,0.4729166666666666 (~1/2),3.0 (~9/8),45 (ppp)
83,3.7979166666666666 (~9/8),1.0 (1),33 (pppp)
65,2.847916666666667 (~9/8),2.0 (~9/8),29 (ppppp)
46,0.4979166666666667 (~1/2),0.5 (1/2),24 (ppppp)
32,0.4729166666666666 (~1/2),0.4729166666666666 (~1/2),18 (ppppp)
